"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003219261","稼働率指数・生産能力指数 時系列データ（2010年基準）","業種別／月次／原指数 能力（平成22年＝100.0）","-","201712","2018-10-15","0","該当なし","4902","2021-09-22","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2010年基準）","業種別／月次／原指数","能力（平成22年＝100.0）"
"0003219262","稼働率指数・生産能力指数 時系列データ（2010年基準）","業種別／月次／原指数 稼働率（平成22年＝100.0）","-","201712","2018-10-15","0","該当なし","4902","2021-09-22","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2010年基準）","業種別／月次／原指数","稼働率（平成22年＝100.0）"
"0003219263","稼働率指数・生産能力指数 時系列データ（2010年基準）","業種別／四半期、年、年度／原指数 能力（期末）（平成22年＝100.0）","-","201712","2018-09-14","0","該当なし","2394","2021-09-22","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2010年基準）","業種別／四半期、年、年度／原指数","能力（期末）（平成22年＝100.0）"
"0003219264","稼働率指数・生産能力指数 時系列データ（2010年基準）","業種別／四半期、年、年度／原指数 能力（平均）（平成22年＝100.0）","-","201712","2018-09-14","0","該当なし","2394","2021-09-22","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2010年基準）","業種別／四半期、年、年度／原指数","能力（平均）（平成22年＝100.0）"
"0003219265","稼働率指数・生産能力指数 時系列データ（2010年基準）","業種別／四半期、年、年度／原指数 稼働率（平成22年＝100.0）","-","201712","2018-09-14","0","該当なし","2394","2021-09-22","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2010年基準）","業種別／四半期、年、年度／原指数","稼働率（平成22年＝100.0）"
"0003219266","稼働率指数・生産能力指数 時系列データ（2010年基準）","業種別／月次／季節調整済指数（稼働率指数のみ） 稼働率（平成22年＝100.0）","-","201712","2018-10-15","0","該当なし","4902","2021-09-22","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2010年基準）","業種別／月次／季節調整済指数（稼働率指数のみ）","稼働率（平成22年＝100.0）"
"0003219267","稼働率指数・生産能力指数 時系列データ（2010年基準）","業種別／四半期／季節調整済指数（稼働率指数のみ） 稼働率（平成22年＝100.0）","-","201712","2018-09-14","0","該当なし","1634","2021-09-22","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2010年基準）","業種別／四半期／季節調整済指数（稼働率指数のみ）","稼働率（平成22年＝100.0）"
"0003404069","稼働率指数・生産能力指数 時系列データ（2015年基準）","総合季節調整済指数【月次】 稼働率（2015＝100.0）","-","202101-202112","2022-04-19","0","該当なし","2775","2022-04-26","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2015年基準）","総合季節調整済指数【月次】","稼働率（2015＝100.0）"
"0003404070","稼働率指数・生産能力指数 時系列データ（2015年基準）","総合原指数【月次】 能力（2015＝100.0）","-","202101-202112","2022-04-19","0","該当なし","2775","2022-04-26","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2015年基準）","総合原指数【月次】","能力（2015＝100.0）"
"0003404071","稼働率指数・生産能力指数 時系列データ（2015年基準）","総合原指数【月次】 稼働率（2015＝100.0）","-","202101-202112","2022-04-19","0","該当なし","2775","2022-04-26","","00550320","製造工業生産能力・稼働率指数","00550","経済産業省","05","鉱工業","02","製造業","稼働率指数・生産能力指数","時系列データ（2015年基準）","総合原指数【月次】","稼働率（2015＝100.0）"
